valid,1

"Full Results Table"

Benchmark,"Base # Ranks","Base Run Time","Base Ratio","Base Selected","Base Status","Peak # Ranks","Peak Run Time","Peak Ratio","Peak Selected","Peak Status",Description
104.milc,128,68.683186,22.78578,1,S,128,68.683186,22.78578,1,S,"mref(ref) iteration #1"
104.milc,128,68.639328,22.80034,0,S,128,68.639328,22.80034,0,S,"mref(ref) iteration #2"
107.leslie3d,128,251.85001,20.726622,0,S,128,251.85001,20.726622,0,S,"mref(ref) iteration #1"
107.leslie3d,128,252.424928,20.679416,1,S,128,252.424928,20.679416,1,S,"mref(ref) iteration #2"
113.GemsFDTD,128,192.374612,32.79019,1,S,128,192.374612,32.79019,1,S,"mref(ref) iteration #1"
113.GemsFDTD,128,192.277975,32.80667,0,S,128,192.277975,32.80667,0,S,"mref(ref) iteration #2"
115.fds4,128,70.944747,27.500274,0,S,128,70.944747,27.500274,0,S,"mref(ref) iteration #1"
115.fds4,128,71.253186,27.381232,1,S,128,71.253186,27.381232,1,S,"mref(ref) iteration #2"
121.pop2,128,159.113399,25.943761,0,S,128,159.113399,25.943761,0,S,"mref(ref) iteration #1"
121.pop2,128,159.20656,25.92858,1,S,128,159.20656,25.92858,1,S,"mref(ref) iteration #2"
122.tachyon,128,104.592428,26.741898,1,S,128,104.592428,26.741898,1,S,"mref(ref) iteration #1"
122.tachyon,128,88.649256,31.551308,0,S,128,88.649256,31.551308,0,S,"mref(ref) iteration #2"
126.lammps,128,119.365166,24.42086,0,S,128,119.365166,24.42086,0,S,"mref(ref) iteration #1"
126.lammps,128,119.412566,24.411166,1,S,128,119.412566,24.411166,1,S,"mref(ref) iteration #2"
127.wrf2,128,139.19717,56.006886,1,S,128,139.19717,56.006886,1,S,"mref(ref) iteration #1"
127.wrf2,128,138.390343,56.33341,0,S,128,138.390343,56.33341,0,S,"mref(ref) iteration #2"
128.GAPgeofem,128,42.854433,48.18638,0,S,128,42.854433,48.18638,0,S,"mref(ref) iteration #1"
128.GAPgeofem,128,42.896557,48.139062,1,S,128,42.896557,48.139062,1,S,"mref(ref) iteration #2"
129.tera_tf,128,112.019729,24.709933,1,S,128,112.019729,24.709933,1,S,"mref(ref) iteration #1"
129.tera_tf,128,111.8179,24.754534,0,S,128,111.8179,24.754534,0,S,"mref(ref) iteration #2"
130.socorro,128,94.351697,40.455022,0,S,128,94.351697,40.455022,0,S,"mref(ref) iteration #1"
130.socorro,128,96.586698,39.518899,1,S,128,96.586698,39.518899,1,S,"mref(ref) iteration #2"
132.zeusmp2,128,108.646027,28.560639,0,S,128,108.646027,28.560639,0,S,"mref(ref) iteration #1"
132.zeusmp2,128,109.626876,28.305103,1,S,128,109.626876,28.305103,1,S,"mref(ref) iteration #2"
137.lu,128,89.775174,40.946732,1,S,128,89.775174,40.946732,1,S,"mref(ref) iteration #1"
137.lu,128,89.575043,41.038216,0,S,128,89.575043,41.038216,0,S,"mref(ref) iteration #2"

"Selected Results Table"

Benchmark,"Base # Ranks","Base Run Time","Base Ratio","Base Selected","Base Status","Peak # Ranks","Peak Run Time","Peak Ratio","Peak Selected","Peak Status",Description
104.milc,128,68.683186,22.78578,1,S,128,68.683186,22.78578,1,S,"SelectedIteration (base #1; peak #1)"
107.leslie3d,128,252.424928,20.679416,1,S,128,252.424928,20.679416,1,S,"SelectedIteration (base #2; peak #2)"
113.GemsFDTD,128,192.374612,32.79019,1,S,128,192.374612,32.79019,1,S,"SelectedIteration (base #1; peak #1)"
115.fds4,128,71.253186,27.381232,1,S,128,71.253186,27.381232,1,S,"SelectedIteration (base #2; peak #2)"
121.pop2,128,159.20656,25.92858,1,S,128,159.20656,25.92858,1,S,"SelectedIteration (base #2; peak #2)"
122.tachyon,128,104.592428,26.741898,1,S,128,104.592428,26.741898,1,S,"SelectedIteration (base #1; peak #1)"
126.lammps,128,119.412566,24.411166,1,S,128,119.412566,24.411166,1,S,"SelectedIteration (base #2; peak #2)"
127.wrf2,128,139.19717,56.006886,1,S,128,139.19717,56.006886,1,S,"SelectedIteration (base #1; peak #1)"
128.GAPgeofem,128,42.896557,48.139062,1,S,128,42.896557,48.139062,1,S,"SelectedIteration (base #2; peak #2)"
129.tera_tf,128,112.019729,24.709933,1,S,128,112.019729,24.709933,1,S,"SelectedIteration (base #1; peak #1)"
130.socorro,128,96.586698,39.518899,1,S,128,96.586698,39.518899,1,S,"SelectedIteration (base #2; peak #2)"
132.zeusmp2,128,109.626876,28.305103,1,S,128,109.626876,28.305103,1,S,"SelectedIteration (base #2; peak #2)"
137.lu,128,89.775174,40.946732,1,S,128,89.775174,40.946732,1,S,"SelectedIteration (base #1; peak #1)"

SPECmpiM_base2007,30.736231,,30.736231
SPECmpiM_peak2007,30.736231,,,,,,,30.736231

"Run number:",1553

"System Vendor:","Lenovo Global Technology"
"System Name:","ThinkSystem SR655 (AMD EPYC 7763, 2.45 GHz)"
"Date tested:",Mar-2021
"MPI2007 License:",28
"Test sponsor:","Lenovo Global Technology"
"Tested by:","Lenovo Global Technology"
"Hardware avail:",Jun-2021
"Software avail:",Jun-2021


"Node Description: ThinkSystem SR655"

HARDWARE

"Number of nodes",2
"Uses of the node",compute
Vendor,"Lenovo Global Technology"
Model,SR655
"CPU Name","AMD EPYC 7763"
"CPU(s) orderable","1 chips"
"Chips enabled",1
"Cores enabled",64
"Cores per chip",64
"Threads per core",1
"CPU Characteristics","Turbo up to 3.5 GHz"
"CPU MHz",2450
"Primary Cache","32 KB I + 32 KB D on chip per core"
"Secondary Cache","512 KB I+D on chip per core"
"L3 Cache","256 MB I+D on chip per chip"
,"32 MB shared / 8 cores"
"Other Cache",None
Memory,"256 GB (8 x 32 GB 2Rx8 PC4-3200AA-R)"
"Disk Subsystem","1 x 480 GB  SATA 2.5"" SSD"
"Other Hardware",None
Adapter,"Mellanox ConnectX-6 HDR Infiniband"
"Number of Adapters",1
"Slot Type","PCI-Express 4.0 x16"
"Data Rate","200 Gbs/s"
"Ports Used",1
"Interconnect Type","Mellanox ConnectX-6 HDR Infiniband Adapter"

SOFTWARE

Adapter,"Mellanox ConnectX-6 HDR Infiniband"
"Adapter Driver",5.2-1.0.4
"Adapter Firmware",20.25.2006
"Operating System","Red Hat Enterprise Linux Server release 8.3"
,4.18.0-240.el8.x86_64
"Local File System",xfs
"Shared File System",None
"System State","Multi-user, run level 3"
"Other Software",None


"Node Description: NFS"

HARDWARE

"Number of nodes",1
"Uses of the node",Fileserver
Vendor,"Lenovo Global Technology"
Model,"ThinkSystem SR655"
"CPU Name","AMD EPYC 7763 CPU"
"CPU(s) orderable","1 chips"
"Chips enabled",1
"Cores enabled",64
"Cores per chip",64
"Threads per core",1
"CPU Characteristics",None
"CPU MHz",2450
"Primary Cache","32 KB I + 32 KB D on chip per core"
"Secondary Cache","512 KB I+D on chip per core"
"L3 Cache","256 MB I+D on chip per chip"
,"32 MB shared / 8 cores"
"Other Cache",None
Memory,"256 GB (8 x 32 GB 2Rx4 PC4-3200AA-R)"
"Disk Subsystem","1 x 480 GB  SATA 2.5"" SSD"
"Other Hardware",None
Adapter,"Mellanox ConnectX-6 HDR Infiniband"
"Number of Adapters",1
"Slot Type","PCI-Express 4.0 x16"
"Data Rate","200 Gb/s"
"Ports Used",1
"Interconnect Type","Mellanox ConnectX-6 HDR Infiniband"

SOFTWARE

Adapter,"Mellanox ConnectX-6 HDR Infiniband"
"Adapter Driver",5.2-1.0.4
"Adapter Firmware",20.25.2006
"Operating System","Red Hat Enterprise Linux Server release 8.3"
"Local File System",None
"Shared File System",NFS
"System State","Multi-User, run level 3"
"Other Software",None


"Interconnect Description: Mellanox ConnectX-6 HDR"

HARDWARE

Vendor,Mellanox
Model,"Infiniband HDR 200Gb/s Switch"
"Switch Model","QM8700 Series"
"Number of Switches",1
"Number of Ports",40
"Data Rate","200 Gb/s"
Firmware,3.9.0606
Topology,Mesh
"Primary Use","MPI Traffic"


"BENCHMARK DETAILS"

"Type of System",Homogeneous
"Total Compute Nodes",2
"Total Chips",2
"Total Cores",128
"Total Threads",128
"Total Memory","512 GB"
"Base Ranks Run",128
"Minimum Peak Ranks",128
"Maximum Peak Ranks",128
"C Compiler","Intel C Compiler 20.4 for Linux"
,"Version 19.1.3.304 Build 20200925"
"C++ Compiler","Intell C++ Compiler 20.4 for Linux"
,"Version 19.1.3.304 Build 20200925"
"Fortran Compiler","Intel Fortran Compiler 20.4 for Linux"
,"Version 19.1.3.304 Build 20200925"
"Base Pointers",64-bit
"Peak Pointers","Not Applicable"
"MPI Library","Intel MPI Library for Linux"
,"Version 2019 Update 11 Build 20210330"
"Other MPI Info",None
Pre-processors,No
"Other Software",None

"Submit Notes"

"The config file option 'submit' was used."

"General Notes"

" MPI startup command:"
"   mpiexec command was used to start MPI jobs."
" RAM configuration:"
"   Compute nodes have 1 x 32 GB RDIMM on each memory channel."
" Add ""idle=poll"" into grub"
" BIOS settings:"
"   Operating Mode : Maximum Performance Mode"
"   Hyper-Threading Technology (SMT): Disabled"
"   NPS4"
" Yes: The test sponsor attests, as of date of publication,"
" that CVE-2017-5754 (Meltdown) is mitigated in the system as tested and documented."
" Yes: The test sponsor attests, as of date of publication,"
" that CVE-2017-5753 (Spectre variant 1) is mitigated in the system as tested and documented."
" Yes: The test sponsor attests, as of date of publication,"
" that CVE-2017-5715 (Spectre variant 2) is mitigated in the system as tested and documented."

"Base Compiler Invocation"
104.milc," mpiicc"," mpiicc"
107.leslie3d," mpiifort"," mpiifort"
113.GemsFDTD," mpiifort"," mpiifort"
115.fds4," mpiicc"," mpiifort"," mpiifort"
121.pop2," mpiicc"," mpiifort"," mpiifort"
122.tachyon," mpiicc"," mpiicc"
126.lammps," mpiicpc"," mpiicpc"
127.wrf2," mpiicc"," mpiifort"," mpiifort"
